peraturan1,peraturan2,sumber1,sumber2,similaritas
"Pejabat Pimpinan Tinggi Pratama sebagaimana dimaksud
pada ayat (1) huruf c, berwenang mengakses Arsip di
bawah kewenangannya, namun tidak diberikan hak akses
untuk informasi yang terdapat pada Menteri Koordinator
dan Pimpinan Tinggi Madya, kecuali telah mendapatkan
izin.","Pejabat Pimpinan Tinggi Pratama sebagaimana dimaksud pada ayat (1) huruf c, tidak berwenang mengakses Arsip di bawah kewenangannya, namun diberikan hak akses untuk informasi yang terdapat pada Menteri Koordinator dan Pimpinan Tinggi Madya tanpa perlu mendapatkan izin.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Pejabat Pimpinan Tinggi Pratama sebagaimana dimaksud
pada ayat (1) huruf c, berwenang mengakses Arsip di
bawah kewenangannya, namun tidak diberikan hak akses
untuk informasi yang terdapat pada Menteri Koordinator
dan Pimpinan Tinggi Madya, kecuali telah mendapatkan
izin.","Pejabat Pimpinan Tinggi Pratama sebagaimana dimaksud pada ayat (1) huruf c, tidak berwenang mengakses Arsip di bawah kewenangannya, namun diberikan hak akses untuk informasi yang terdapat pada Menteri Koordinator dan Pimpinan Tinggi Madya tanpa perlu mendapatkan izin.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Pejabat Pimpinan Tinggi Pratama sebagaimana dimaksud
pada ayat (1) huruf c, berwenang mengakses Arsip di
bawah kewenangannya, namun tidak diberikan hak akses
untuk informasi yang terdapat pada Menteri Koordinator
dan Pimpinan Tinggi Madya, kecuali telah mendapatkan
izin.","Pejabat Pimpinan Tinggi Pratama memiliki wewenang untuk mengakses Arsip di bawah otoritasnya, tetapi harus mendapatkan izin untuk mengakses informasi yang terdapat pada Menteri Koordinator dan Pimpinan Tinggi Madya.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras
"Pejabat Pimpinan Tinggi Pratama sebagaimana dimaksud
pada ayat (1) huruf c, berwenang mengakses Arsip di
bawah kewenangannya, namun tidak diberikan hak akses
untuk informasi yang terdapat pada Menteri Koordinator
dan Pimpinan Tinggi Madya, kecuali telah mendapatkan
izin.","Pejabat Pimpinan Tinggi Pratama memiliki wewenang untuk mengakses Arsip di bawah otoritasnya, tetapi harus mendapatkan izin untuk mengakses informasi yang terdapat pada Menteri Koordinator dan Pimpinan Tinggi Madya.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras
"Pejabat Administrator, Pejabat Pengawas, Pejabat
Fungsional, Pejabat Pelaksana, dan staf sebagaimana
dimaksud pada ayat (1) huruf d berwenang mengakses
seluruh Arsip yang berada pada tanggung jawab, tugas
dan kewenangannya, dengan tingkat klasifikasi Biasa.","Perubahan bentuk/pola kemitraan dan/atau mitra usaha yang dilakukan perusahaan
sebagaimana telah tercantum dalam Surat Persetujuan tidak boleh meniadakan
kewajiban kemitraan yang telah ditetapkan, wajib diberitahukan secara tertulis kepada
Meninves/Kepala BKPM atau Gubernur Kepala Daerah Propinsi dalam hal ini Ketua
BKPMD.",permen-1-2022-5.pdf,permen-38-1999-5.pdf,netral
"Pejabat Administrator, Pejabat Pengawas, Pejabat
Fungsional, Pejabat Pelaksana, dan staf sebagaimana
dimaksud pada ayat (1) huruf d berwenang mengakses
seluruh Arsip yang berada pada tanggung jawab, tugas
dan kewenangannya, dengan tingkat klasifikasi Biasa.","Kewenangan pengelolaan investasi pemerintah daerah sebagaimana 
dimaksud pada ayat (1) meliputi; 
a. regulasi; 
b. operasional; dan 
c. supervisi.",permen-1-2022-5.pdf,permen-52-2012-5.pdf,netral
"Pejabat Administrator, Pejabat Pengawas, Pejabat
Fungsional, Pejabat Pelaksana, dan staf sebagaimana
dimaksud pada ayat (1) huruf d berwenang mengakses
seluruh Arsip yang berada pada tanggung jawab, tugas
dan kewenangannya, dengan tingkat klasifikasi Biasa.","Pejabat Administrator, Pejabat Pengawas, Pejabat
Fungsional, Pejabat Pelaksana, dan staf sebagaimana
dimaksud pada ayat (1) huruf d tidak berwenang mengakses
seluruh Arsip yang berada pada tanggung jawab, tugas
dan kewenangannya, dengan tingkat klasifikasi Biasa.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Pejabat Administrator, Pejabat Pengawas, Pejabat
Fungsional, Pejabat Pelaksana, dan staf sebagaimana
dimaksud pada ayat (1) huruf d berwenang mengakses
seluruh Arsip yang berada pada tanggung jawab, tugas
dan kewenangannya, dengan tingkat klasifikasi Biasa.","Pejabat Administrator, Pejabat Pengawas, Pejabat
Fungsional, Pejabat Pelaksana, dan staf sebagaimana
dimaksud pada ayat (1) huruf d tidak berwenang mengakses
seluruh Arsip yang berada pada tanggung jawab, tugas
dan kewenangannya, dengan tingkat klasifikasi Biasa.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Pejabat Administrator, Pejabat Pengawas, Pejabat
Fungsional, Pejabat Pelaksana, dan staf sebagaimana
dimaksud pada ayat (1) huruf d berwenang mengakses
seluruh Arsip yang berada pada tanggung jawab, tugas
dan kewenangannya, dengan tingkat klasifikasi Biasa.","Pejabat Administrator, Pejabat Pengawas, Pejabat Fungsional, Pejabat Pelaksana, dan staf sebagaimana dimaksud pada ayat (1) huruf d memiliki wewenang untuk mengakses semua Arsip yang berada di bawah tanggung jawab, tugas, dan kewenangannya, dengan tingkat klasifikasi Biasa.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras
"Pejabat Administrator, Pejabat Pengawas, Pejabat
Fungsional, Pejabat Pelaksana, dan staf sebagaimana
dimaksud pada ayat (1) huruf d berwenang mengakses
seluruh Arsip yang berada pada tanggung jawab, tugas
dan kewenangannya, dengan tingkat klasifikasi Biasa.","Pejabat Administrator, Pejabat Pengawas, Pejabat Fungsional, Pejabat Pelaksana, dan staf sebagaimana dimaksud pada ayat (1) huruf d memiliki wewenang untuk mengakses semua Arsip yang berada di bawah tanggung jawab, tugas, dan kewenangannya, dengan tingkat klasifikasi Biasa.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras
"Pengawas Internal sebagaimana dimaksud pada ayat (1)
huruf e berwenang mengakses seluruh Arsip dalam rangka
melaksanakan fungsi pengawasan internal sesuai dengan
ketentuan peraturan perundang-undangan.","Permohonan sebagaimana dimaksud ayat (1) untuk proyek baru, perluasan dan
diversifikasi, diajukan 2 (dua) rangkap dengan menggunakan formulir Model IV.A/Daftar
Induk Barang Modal sebagaimana terdapat pada Lampiran 13.",permen-1-2022-5.pdf,permen-38-1999-5.pdf,netral
"Pengawas Internal sebagaimana dimaksud pada ayat (1)
huruf e berwenang mengakses seluruh Arsip dalam rangka
melaksanakan fungsi pengawasan internal sesuai dengan
ketentuan peraturan perundang-undangan.","Perluasan penanaman modal di subsektor tanaman pangan dan perkebunan adalah
peningkatan investasi untuk membiayai satu atau lebih kegiatan sbb:
− Diversifikasi, yaitu menambah jenis tanaman; dan/atau
− Peremajaan/rehabilitasi yang menggunakan bibit unggul; dan/atau
− Intensifikasi, yaitu meningkatkan produksi tanpa menambah lahan; dan/atau
− Menambah kapasitas produksi unit pengolahan; dan atau
− Menambah areal tanaman; dan/atau
− Integrasi usaha dengan usaha industri hulu serta hilir.",permen-1-2022-5.pdf,permen-38-1999-5.pdf,netral
"Pengawas Internal sebagaimana dimaksud pada ayat (1)
huruf e berwenang mengakses seluruh Arsip dalam rangka
melaksanakan fungsi pengawasan internal sesuai dengan
ketentuan peraturan perundang-undangan.",Pengawas Internal sebagaimana dimaksud pada ayat (1) huruf e tidak berwenang mengakses seluruh Arsip dalam rangka melaksanakan fungsi pengawasan internal sesuai dengan ketentuan peraturan perundang-undangan.,permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Pengawas Internal sebagaimana dimaksud pada ayat (1)
huruf e berwenang mengakses seluruh Arsip dalam rangka
melaksanakan fungsi pengawasan internal sesuai dengan
ketentuan peraturan perundang-undangan.",Pengawas Internal sebagaimana dimaksud pada ayat (1) huruf e tidak berwenang mengakses seluruh Arsip dalam rangka melaksanakan fungsi pengawasan internal sesuai dengan ketentuan peraturan perundang-undangan.,permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Pengawas Internal sebagaimana dimaksud pada ayat (1)
huruf e berwenang mengakses seluruh Arsip dalam rangka
melaksanakan fungsi pengawasan internal sesuai dengan
ketentuan peraturan perundang-undangan.","Pegawai Internal bertugas untuk memeriksa semua Arsip dengan hak akses yang dimiliki, dalam rangka menjalankan fungsi pengawasan internal sesuai dengan ketentuan peraturan perundang-undangan.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras
"Pengawas Internal sebagaimana dimaksud pada ayat (1)
huruf e berwenang mengakses seluruh Arsip dalam rangka
melaksanakan fungsi pengawasan internal sesuai dengan
ketentuan peraturan perundang-undangan.","Pegawai Internal bertugas untuk memeriksa semua Arsip dengan hak akses yang dimiliki, dalam rangka menjalankan fungsi pengawasan internal sesuai dengan ketentuan peraturan perundang-undangan.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras
"Pengguna Eksternal sebagaimana dimaksud dalam Pasal
6, meliputi pengawas eksternal; aparat penegak hukum; dan
Publik.","Permohonan penanaman modal baru dalam rangka PMA dapat diajukan oleh:
a. Warga negara asing dan/atau badan hukum asing dan/atau perusahaan PMA; atau
b. Warga negara asing dan/atau badan hukum asing dan/atau perusahaan PMA
bersama dengan warga negara Indonesia dan/atau badan hukum Indonesia.",permen-1-2022-5.pdf,permen-38-1999-5.pdf,netral
"Pengguna Eksternal sebagaimana dimaksud dalam Pasal
6, meliputi pengawas eksternal; aparat penegak hukum; dan
Publik.","Permohonan untuk memperoleh IUT sebagaimana yang dimaksud dalam ayat (1)
bagi yang persetujuan penanaman modalnya dikeluarkan oleh Meninves/Kepala
BKPM, diajukan kepada Meninves/Kepala BKPM.",permen-1-2022-5.pdf,permen-38-1999-5.pdf,netral
"Pengguna Eksternal sebagaimana dimaksud dalam Pasal
6, meliputi pengawas eksternal; aparat penegak hukum; dan
Publik.","Perluasan penanaman modal di subsektor tanaman pangan dan perkebunan adalah
peningkatan investasi untuk membiayai satu atau lebih kegiatan sbb:
− Diversifikasi, yaitu menambah jenis tanaman; dan/atau
− Peremajaan/rehabilitasi yang menggunakan bibit unggul; dan/atau
− Intensifikasi, yaitu meningkatkan produksi tanpa menambah lahan; dan/atau
− Menambah kapasitas produksi unit pengolahan; dan atau
− Menambah areal tanaman; dan/atau
− Integrasi usaha dengan usaha industri hulu serta hilir.",permen-1-2022-5.pdf,permen-38-1999-5.pdf,netral
"Pengguna Eksternal sebagaimana dimaksud dalam Pasal
6, meliputi pengawas eksternal; aparat penegak hukum; dan
Publik.","Subbidang Kawasan Lindung mempunyai tugas melakukan penyusunan bahan koordinasi, telaah staf,
pengkajian dan evaluasi serta penyusunan rancangan rumusan kebijakan pengelolaan kawasan lindung.",permen-1-2022-5.pdf,permen-9-2001-5.pdf,netral
"Pengguna Eksternal sebagaimana dimaksud dalam Pasal
6, meliputi pengawas eksternal; aparat penegak hukum; dan
Publik.","Pengguna Eksternal tidak meliputi pengawas eksternal, aparat penegak hukum, dan publik.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Pengguna Eksternal sebagaimana dimaksud dalam Pasal
6, meliputi pengawas eksternal; aparat penegak hukum; dan
Publik.","Pengguna Eksternal tidak meliputi pengawas eksternal, aparat penegak hukum, dan publik.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Pengawas Eksternal sebagaimana dimaksud pada ayat (1)
huruf a berwenang mengakses seluruh Arsip dalam
rangka melaksanakan fungsi pengawasan sesuai dengan
ketentuan peraturan perundang-undangan.",Pengawas Eksternal dalam ayat (1) memiliki wewenang untuk mengakses semua Arsip dalam rangka menjalankan tugas pengawasan sesuai dengan ketentuan hukum.,permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras
"Pengawas Eksternal sebagaimana dimaksud pada ayat (1)
huruf a berwenang mengakses seluruh Arsip dalam
rangka melaksanakan fungsi pengawasan sesuai dengan
ketentuan peraturan perundang-undangan.",Pengawas Eksternal dalam ayat (1) memiliki wewenang untuk mengakses semua Arsip dalam rangka menjalankan tugas pengawasan sesuai dengan ketentuan hukum.,permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras
"Pengawas Eksternal sebagaimana dimaksud pada ayat (1)
huruf a berwenang mengakses seluruh Arsip dalam
rangka melaksanakan fungsi pengawasan sesuai dengan
ketentuan peraturan perundang-undangan.","Apabila dalam jangka waktu 3 (tiga) tahun terhitung sejak tanggal SP-PMDN dikeluarkan
tidak ada realisasi proyek dalam bentuk kegiatan nyata sebagaimana dimaksud dalam
Pasal 3, maka SPPMDN tersebut akan batal dengan sendirinya.",permen-1-2022-5.pdf,permen-38-1999-5.pdf,netral
"Pengawas Eksternal sebagaimana dimaksud pada ayat (1)
huruf a berwenang mengakses seluruh Arsip dalam
rangka melaksanakan fungsi pengawasan sesuai dengan
ketentuan peraturan perundang-undangan.","Industri Menengah merupakan Industri yang memenuhi
ketentuan sebagai berikut:
a. mempekerjakan paling banyak 19 (sembilan belas) orang
Tenaga Kerja dan memiliki Nilai Investasi paling sedikit
Rp1.000.000.000,00 (satu milyar rupiah); atau
b. mempekerjakan paling sedikit 20 (dua puluh) orang
Tenaga Kerja dan memiliki Nilai Investasi paling banyak
Rp15.000.000.000,00 (lima belas milyar rupiah).",permen-1-2022-5.pdf,permen-64-2016-5.pdf,netral
"Pengawas Eksternal sebagaimana dimaksud pada ayat (1)
huruf a berwenang mengakses seluruh Arsip dalam
rangka melaksanakan fungsi pengawasan sesuai dengan
ketentuan peraturan perundang-undangan.",Pengawas Eksternal sebagaimana dimaksud pada ayat (1) huruf a tidak berwenang mengakses seluruh Arsip dalam rangka melaksanakan fungsi pengawasan sesuai dengan ketentuan peraturan perundang-undangan.,permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Pengawas Eksternal sebagaimana dimaksud pada ayat (1)
huruf a berwenang mengakses seluruh Arsip dalam
rangka melaksanakan fungsi pengawasan sesuai dengan
ketentuan peraturan perundang-undangan.",Pengawas Eksternal sebagaimana dimaksud pada ayat (1) huruf a tidak berwenang mengakses seluruh Arsip dalam rangka melaksanakan fungsi pengawasan sesuai dengan ketentuan peraturan perundang-undangan.,permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Aparat penegak hukum sebagaimana dimaksud pada ayat
(1) huruf b berwenang mengakses Arsip yang terkait
dengan perkara atau proses hukum yang sedang
ditanganinya dalam rangka melaksanakan fungsi
penegakan hukum.",Aparat penegak hukum berhak mengakses Arsip yang terkait dengan perkara atau proses hukum yang sedang dihadapinya dalam rangka menjalankan tugas penegakan hukum.,permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras
"Aparat penegak hukum sebagaimana dimaksud pada ayat
(1) huruf b berwenang mengakses Arsip yang terkait
dengan perkara atau proses hukum yang sedang
ditanganinya dalam rangka melaksanakan fungsi
penegakan hukum.",Aparat penegak hukum berhak mengakses Arsip yang terkait dengan perkara atau proses hukum yang sedang dihadapinya dalam rangka menjalankan tugas penegakan hukum.,permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras
"Aparat penegak hukum sebagaimana dimaksud pada ayat
(1) huruf b berwenang mengakses Arsip yang terkait
dengan perkara atau proses hukum yang sedang
ditanganinya dalam rangka melaksanakan fungsi
penegakan hukum.","Bagian Kerjasama Bilateral mempunyai tugas melaksanakan administrasi kerjasama antar negara dan
organisasi non-pemerintah serta bantuan luar negeri di bidang lingkungan hidup.",permen-1-2022-5.pdf,permen-9-2001-5.pdf,netral
"Aparat penegak hukum sebagaimana dimaksud pada ayat
(1) huruf b berwenang mengakses Arsip yang terkait
dengan perkara atau proses hukum yang sedang
ditanganinya dalam rangka melaksanakan fungsi
penegakan hukum.","Rancangan Perubahan APBD memuat anggaran
daerah yang tidak mengalami perubahan dan yang
mengalami perubahan.",permen-1-2022-5.pdf,permen-29-2002-5.pdf,netral
"Aparat penegak hukum sebagaimana dimaksud pada ayat
(1) huruf b berwenang mengakses Arsip yang terkait
dengan perkara atau proses hukum yang sedang
ditanganinya dalam rangka melaksanakan fungsi
penegakan hukum.",Aparat penegak hukum sebagaimana dimaksud pada ayat (1) huruf b tidak berwenang mengakses Arsip yang terkait dengan perkara atau proses hukum yang sedang ditanganinya dalam rangka melaksanakan fungsi penegakan hukum.,permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Aparat penegak hukum sebagaimana dimaksud pada ayat
(1) huruf b berwenang mengakses Arsip yang terkait
dengan perkara atau proses hukum yang sedang
ditanganinya dalam rangka melaksanakan fungsi
penegakan hukum.",Aparat penegak hukum sebagaimana dimaksud pada ayat (1) huruf b tidak berwenang mengakses Arsip yang terkait dengan perkara atau proses hukum yang sedang ditanganinya dalam rangka melaksanakan fungsi penegakan hukum.,permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Publik sebagaimana dimaksud pada ayat (1) huruf c dapat
mengakses Arsip yang dikategorikan Biasa sesuai dengan
ketentuan peraturan perundang-undangan.",Masyarakat umum sesuai dengan yang dijelaskan pada ayat (1) huruf c diberikan akses ke Arsip yang diklasifikasikan secara umum sesuai dengan peraturan perundang-undangan.,permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras
"Publik sebagaimana dimaksud pada ayat (1) huruf c dapat
mengakses Arsip yang dikategorikan Biasa sesuai dengan
ketentuan peraturan perundang-undangan.",Masyarakat umum sesuai dengan yang dijelaskan pada ayat (1) huruf c diberikan akses ke Arsip yang diklasifikasikan secara umum sesuai dengan peraturan perundang-undangan.,permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras
"Publik sebagaimana dimaksud pada ayat (1) huruf c dapat
mengakses Arsip yang dikategorikan Biasa sesuai dengan
ketentuan peraturan perundang-undangan.","International Development Association adalah LKI yang 
merupakan bagian dari World Bank Group yang 
menawarkan pinjaman lunak dan hibah kepada negaranegara berkembang termiskin di dunia, yang 
keanggotaan Indonesia di dalamnya disahkan dengan 
Undang-Undang Nomor 3 Tahun 1968 tentang 
Keanggotaan Republik Indonesia pada International 
Development Association.",permen-1-2022-5.pdf,permen-50-2019-5.pdf,netral
"Publik sebagaimana dimaksud pada ayat (1) huruf c dapat
mengakses Arsip yang dikategorikan Biasa sesuai dengan
ketentuan peraturan perundang-undangan.","Rahasia adalah klasifikasi informasi dari Arsip yang apabila
diketahui oleh pihak yang tidak berhak dapat
mengakibatkan terganggunya fungsi penyelenggaraan
negara, sumber daya nasional dan/atau ketertiban umum.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,netral
"Publik sebagaimana dimaksud pada ayat (1) huruf c dapat
mengakses Arsip yang dikategorikan Biasa sesuai dengan
ketentuan peraturan perundang-undangan.","Pengendalian internal se bagaimana dimaksud pada
ayat (1) dilaksanakan sesuai ketentuan peraturan
perundang-undangan yang mengatur mengenai
sistem pengendalian internal pada BLU.",permen-1-2022-5.pdf,permen-53-2020-5.pdf,netral
"Publik sebagaimana dimaksud pada ayat (1) huruf c dapat
mengakses Arsip yang dikategorikan Biasa sesuai dengan
ketentuan peraturan perundang-undangan.","Saham sebagaimana dimaksud dalam Pasal 44 huruf
a dan surat utang sebagaimana dimaksud dalam
Pasal 44 huruf b, dapat pula berbentuk instrumen
surat berharga lainnya yang terkait dengan saham,
surat utang, dan/atau surat berharga lainnya yang
telah memiliki izin dan pengawasan dari lembaga
yang berwenang sesuai dengan ketentuan peraturan
perundang-undangan.",permen-1-2022-5.pdf,permen-53-2020-5.pdf,netral
"Daftar klasifikasi keamanan dan hak akses arsip dinamis
sebagaimana dimaksud dalam Pasal 3 sampai dengan Pasal 8
sebagaimana tercantum dalam Lampiran I, II dan III yang
merupakan bagian tidak terpisahkan dari Peraturan Menteri
Koordinator ini.","Tidak ada daftar klasifikasi keamanan dan hak akses arsip dinamis yang dimaksud dalam Pasal 3 sampai dengan Pasal 8 dan Lampiran I, II, dan III yang menjadi bagian dari Peraturan Menteri Koordinator ini.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Daftar klasifikasi keamanan dan hak akses arsip dinamis
sebagaimana dimaksud dalam Pasal 3 sampai dengan Pasal 8
sebagaimana tercantum dalam Lampiran I, II dan III yang
merupakan bagian tidak terpisahkan dari Peraturan Menteri
Koordinator ini.","Tidak ada daftar klasifikasi keamanan dan hak akses arsip dinamis yang dimaksud dalam Pasal 3 sampai dengan Pasal 8 dan Lampiran I, II, dan III yang menjadi bagian dari Peraturan Menteri Koordinator ini.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Daftar klasifikasi keamanan dan hak akses arsip dinamis
sebagaimana dimaksud dalam Pasal 3 sampai dengan Pasal 8
sebagaimana tercantum dalam Lampiran I, II dan III yang
merupakan bagian tidak terpisahkan dari Peraturan Menteri
Koordinator ini.","Daftar klasifikasi keamanan dan hak akses arsip dinamis
sebagaimana dimaksud dalam Pasal 3 sampai dengan Pasal 8
sebagaimana tercantum dalam Lampiran I, II dan III yang
tidak terpisahkan dari Peraturan Menteri
Koordinator ini.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras
"Daftar klasifikasi keamanan dan hak akses arsip dinamis
sebagaimana dimaksud dalam Pasal 3 sampai dengan Pasal 8
sebagaimana tercantum dalam Lampiran I, II dan III yang
merupakan bagian tidak terpisahkan dari Peraturan Menteri
Koordinator ini.","Daftar klasifikasi keamanan dan hak akses arsip dinamis
sebagaimana dimaksud dalam Pasal 3 sampai Pasal 8
sebagaimana tercantum dalam Lampiran I, II dan III
merupakan bagian tidak terpisahkan dari Peraturan Menteri
Koordinator ini.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras
"Daftar klasifikasi keamanan dan hak akses arsip dinamis
sebagaimana dimaksud dalam Pasal 3 sampai dengan Pasal 8
sebagaimana tercantum dalam Lampiran I, II dan III yang
merupakan bagian tidak terpisahkan dari Peraturan Menteri
Koordinator ini.","Rangkaian kegiatan penandatanganan naskah kesepakatan
Kerja Sama berkoordinasi dengan Biro Hukum sesuai
ketentuan peraturan perundang-undangan.",permen-1-2022-5.pdf,permen-2-2021-5.pdf,netral
"Daftar klasifikasi keamanan dan hak akses arsip dinamis
sebagaimana dimaksud dalam Pasal 3 sampai dengan Pasal 8
sebagaimana tercantum dalam Lampiran I, II dan III yang
merupakan bagian tidak terpisahkan dari Peraturan Menteri
Koordinator ini.","Belanja Daerah sebagaimana dimaksud dalam Pasal 2
Ayat
(2) terdiri dari bagian belanja Aparatur Daerah dan
bagian belanja Pelayanan Publik.",permen-1-2022-5.pdf,permen-29-2002-5.pdf,netral
"Pengamanan Arsip Dinamis didukung dengan sarana dan
prasarana untuk pemeliharaan Arsip dan pengamanan
Arsip.",Pengamanan Arsip Dinamis tidak memerlukan sarana dan prasarana untuk pemeliharaan Arsip dan pengamanan Arsip.,permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Pengamanan Arsip Dinamis didukung dengan sarana dan
prasarana untuk pemeliharaan Arsip dan pengamanan
Arsip.","Pengamanan Arsip Dinamis tidak didukung dengan sarana dan
prasarana untuk pemeliharaan Arsip dan pengamanan
Arsip.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Pengamanan Arsip Dinamis didukung dengan sarana dan
prasarana untuk pemeliharaan Arsip dan pengamanan
Arsip.","Pengamanan Arsip Dinamis didukung dengan sarana dan
prasarana pemeliharaan dan pengamanan
Arsip.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras
"Pengamanan Arsip Dinamis didukung dengan sarana dan
prasarana untuk pemeliharaan Arsip dan pengamanan
Arsip.","Pengamanan Arsip Dinamis didukung dengan sarana dan
prasarana untuk pengamanan
Arsip.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras
"Pengamanan Arsip Dinamis didukung dengan sarana dan
prasarana untuk pemeliharaan Arsip dan pengamanan
Arsip.","Perjanjian Karya Pengusahaan Pertambangan Batubara yang telah ditandatangani oleh
Menteri Pertambangan dan Energi dan calon penanam modal diperlakukan sama seperti
Surat Persetujuan PMDN yang dikeluarkan oleh Meninves/Kepala BKPM.",permen-1-2022-5.pdf,permen-38-1999-5.pdf,netral
"Pengamanan Arsip Dinamis didukung dengan sarana dan
prasarana untuk pemeliharaan Arsip dan pengamanan
Arsip.","Surat Persetujuan Penanaman Modal akan batal dengan sendirinya apabila dalam
jangka waktu 3 (tiga) tahun sejak tanggal dikeluarkan tidak ada realisasi proyek dalam
bentuk kegiatan yang nyata baik dalam bentuk administrasi ataupun dalam bentuk fisik.",permen-1-2022-5.pdf,permen-38-1999-5.pdf,netral
"Sarana dan prasarana sebagaimana dimaksud pada ayat
(1), meliputi sarana penyimpanan Arsip Konvensional, berupa:
lemari Arsip untuk menyimpan Arsip Biasa dan
Terbatas; brankas/lemari besi untuk menyimpan Arsip
Rahasia;bsarana penyimpanan Arsip media baru, berupa lemari
Arsip sesuai dengan tingkat klasifikasi informasi; dan prasarana, 
berupa ruang penyimpanan yang
representatif sesuai dengan tingkat klasifikasi
informasi.","Sarana dan prasarana sebagaimana dimaksud pada ayat
(1), meliputi sarana penyimpanan Arsip Konvensional, berupa:
lemari Arsip untuk menyimpan Arsip Biasa dan
Terbatas; brankas/lemari besi untuk menyimpan Arsip
Rahasia;",permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Sarana dan prasarana sebagaimana dimaksud pada ayat
(1), meliputi sarana penyimpanan Arsip Konvensional, berupa:
lemari Arsip untuk menyimpan Arsip Biasa dan
Terbatas; brankas/lemari besi untuk menyimpan Arsip
Rahasia;bsarana penyimpanan Arsip media baru, berupa lemari
Arsip sesuai dengan tingkat klasifikasi informasi; dan prasarana, 
berupa ruang penyimpanan yang
representatif sesuai dengan tingkat klasifikasi
informasi.","Sarana dan prasarana sebagaimana dimaksud pada ayat
(1), tidak meliputi sarana penyimpanan Arsip Konvensional, berupa:
lemari Arsip untuk menyimpan Arsip Biasa dan
Terbatas; brankas/lemari besi untuk menyimpan Arsip
Rahasia;bsarana penyimpanan Arsip media baru, berupa lemari
Arsip sesuai dengan tingkat klasifikasi informasi; dan prasarana, 
berupa ruang penyimpanan yang
representatif sesuai dengan tingkat klasifikasi
informasi.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,kontradiksi
"Sarana dan prasarana sebagaimana dimaksud pada ayat
(1), meliputi sarana penyimpanan Arsip Konvensional, berupa:
lemari Arsip untuk menyimpan Arsip Biasa dan
Terbatas; brankas/lemari besi untuk menyimpan Arsip
Rahasia;bsarana penyimpanan Arsip media baru, berupa lemari
Arsip sesuai dengan tingkat klasifikasi informasi; dan prasarana, 
berupa ruang penyimpanan yang
representatif sesuai dengan tingkat klasifikasi
informasi.","Sarana dan prasarana meliputi sarana penyimpanan Arsip Konvensional, berupa:
lemari Arsip untuk menyimpan Arsip Biasa dan
Terbatas; brankas/lemari besi untuk menyimpan Arsip
Rahasia;bsarana penyimpanan Arsip media baru, berupa lemari
Arsip sesuai dengan tingkat klasifikasi informasi; dan prasarana, 
berupa ruang penyimpanan yang
representatif sesuai dengan tingkat klasifikasi
informasi.",permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras
